report_year,division,category,subtype,count,count_
2020,D12,Crimes Against Property,Break & Enter-Apartment,6,6
2016,D12,Crimes Against Property,Break & Enter-House,3,3
2022,D43,Crimes Against Property,Other,78,78
2016,D33,Crimes Against Property,Break & Enter-Commercial,5,5
2019,D53,Crimes Against Property,Break & Enter-House,17,17
2015,D41,Crimes Against Property,Other,114,114
2015,D33,Crimes Against Property,Theft Over $5000,3,3
2023,D43,Crimes Against Property,Break & Enter-Other,3,3
2016,D42,Crimes Against Property,Auto Theft,16,16
2017,D13,Crimes Against Property,Break & Enter-House,14,14
2018,D33,Crimes Against Property,Theft Over $5000,11,11
2022,D13,Crimes Against Property,Break & Enter-Apartment,6,6
2021,D32,Crimes Against Property,Theft Under $5000,104,104
2022,D22,Crimes Against Property,Fraud,42,42
2023,D23,Crimes Against Property,Other,290,290
2017,D13,Crimes Against Property,Break & Enter-Commercial,8,8
2017,D41,Crimes Against Property,Theft Under $5000,26,26
2022,D11,Crimes Against Property,Break & Enter-Other,3,3
2015,D43,Crimes Against Property,Other,3,3
2023,D31,Crimes Against Property,Other,31,31
2016,D14,Crimes Against Property,Break & Enter-Apartment,14,14
2018,D55,Crimes Against Property,Auto Theft,11,11
2021,D51,Crimes Against Property,Break & Enter-Commercial,16,16
2019,D31,Crimes Against Property,Theft Over $5000,4,4
2014,D32,Crimes Against Property,Other,22,22
2021,D42,Crimes Against Property,Other,35,35
2015,D12,Crimes Against Property,Theft Under $5000,119,119
2019,D41,Crimes Against Property,Break & Enter-Other,3,3
2015,D11,Crimes Against Property,Other,82,82
2023,D33,Crimes Against Property,Theft Under $5000,547,547
2022,D22,Crimes Against Property,Fraud,36,36
2014,D42,Crimes Against Property,Break & Enter-House,22,22
2014,D14,Crimes Against Property,Auto Theft,15,15
2020,D31,Crimes Against Property,Break & Enter-Commercial,23,23
2022,D53,Crimes Against Property,Break & Enter-Other,3,3
2017,D32,Crimes Against Property,Theft Under $5000,128,128
2016,D51,Crimes Against Property,Theft Over $5000,8,8
2016,D14,Crimes Against Property,Theft Under $5000,244,244
2022,D55,Crimes Against Property,Break & Enter-Apartment,10,10
2022,D14,Crimes Against Property,Break & Enter-Other,6,6
2015,D14,Crimes Against Property,Other,48,48
2023,D33,Crimes Against Property,Theft Under $5000,101,101
2017,D52,Crimes Against Property,Fraud,87,87
2014,D41,Crimes Against Property,Break & Enter-Commercial,12,12
2020,D43,Crimes Against Property,Break & Enter-Commercial,5,5
2022,D14,Crimes Against Property,Other,23,23
2016,D32,Crimes Against Property,Theft Over $5000,6,6
2022,D14,Crimes Against Property,Break & Enter-House,9,9
2015,D52,Crimes Against Property,Break & Enter-Apartment,29,29
2015,D31,Crimes Against Property,Fraud,41,41
2022,D51,Crimes Against Property,Break & Enter-Commercial,4,4
2021,D52,Crimes Against Property,Auto Theft,1,1
2018,D55,Crimes Against Property,Break & Enter-Apartment,15,15
2014,D33,Crimes Against Property,Auto Theft,19,19
2016,D31,Crimes Against Property,Break & Enter-Commercial,32,32
2023,D12,Crimes Against Property,Auto Theft,37,37
2017,D12,Crimes Against Property,Fraud,68,68
2014,NSA,Crimes Against Property,Other,53,53
2017,D22,Crimes Against Property,Auto Theft,23,23
2023,D33,Crimes Against Property,Fraud,54,54
2015,D31,Crimes Against Property,Break & Enter-House,7,7
2014,D55,Crimes Against Property,Break & Enter-Apartment,19,19
2020,D32,Crimes Against Property,Break & Enter-Commercial,29,29
2023,D14,Crimes Against Property,Break & Enter-Other,14,14
2019,D32,Crimes Against Property,Fraud,144,144
2015,D53,Crimes Against Property,Fraud,104,104
2022,D43,Crimes Against Property,Theft Under $5000,187,187
2022,D14,Crimes Against Property,Break & Enter-Commercial,10,10
2015,D23,Crimes Against Property,Break & Enter-House,13,13
2014,D11,Crimes Against Property,Auto Theft,7,7
2022,D12,Crimes Against Property,Auto Theft,21,21
2017,D41,Crimes Against Property,Break & Enter-Other,2,2
2018,D22,Crimes Against Property,Break & Enter-Commercial,50,50
2016,D13,Crimes Against Property,Theft Over $5000,4,4
2018,D13,Crimes Against Property,Break & Enter-Other,2,2
2016,D31,Crimes Against Property,Other,115,115
2023,NSA,Crimes Against Property,Auto Theft,52,52
2022,D43,Crimes Against Property,Theft Over $5000,8,8
2019,D11,Crimes Against Property,Other,18,18
2017,D41,Crimes Against Property,Break & Enter-Apartment,18,18
2017,D32,Crimes Against Property,Theft Under $5000,110,110
2015,D23,Crimes Against Property,Other,75,75
2014,D12,Crimes Against Property,Break & Enter-Commercial,7,7
2014,D42,Crimes Against Property,Fraud,24,24
2014,D33,Crimes Against Property,Break & Enter-Commercial,2,2
2022,D31,Crimes Against Property,Theft Under $5000,240,240
2019,D52,Crimes Against Property,Theft Under $5000,218,218
2017,D55,Crimes Against Property,Theft Over $5000,4,4
2020,D13,Crimes Against Property,Auto Theft,31,31
2021,D14,Crimes Against Property,Other,96,96
2018,D31,Crimes Against Property,Break & Enter-Commercial,14,14
2021,D22,Crimes Against Property,Break & Enter-Apartment,2,2
2023,D42,Crimes Against Property,Break & Enter-House,17,17
2022,D43,Crimes Against Property,Break & Enter-Commercial,18,18
2019,D52,Crimes Against Property,Break & Enter-Apartment,31,31
2016,D33,Crimes Against Property,Fraud,1,1
2016,D55,Crimes Against Property,Break & Enter-Commercial,21,21
2019,D31,Crimes Against Property,Break & Enter-Apartment,1,1
2018,D51,Crimes Against Property,Break & Enter-Apartment,45,45
2014,D43,Crimes Against Property,Break & Enter-Other,7,7
2021,D52,Crimes Against Property,Other,70,70
2020,D33,Crimes Against Property,Theft Under $5000,42,42
2018,D11,Crimes Against Property,Fraud,14,14
2021,D52,Crimes Against Property,Theft Under $5000,312,312
2016,D14,Crimes Against Property,Theft Over $5000,3,3
2022,D43,Crimes Against Property,Break & Enter-Other,2,2
2020,D52,Crimes Against Property,Fraud,156,156
2018,D11,Crimes Against Property,Auto Theft,16,16
2016,D14,Crimes Against Property,Break & Enter-Apartment,17,17
2018,D42,Crimes Against Property,Auto Theft,6,6
2016,D22,Crimes Against Property,Break & Enter-Commercial,47,47
2015,D41,Crimes Against Property,Theft Under $5000,91,91
2020,D51,Crimes Against Property,Break & Enter-Commercial,3,3
2020,D41,Crimes Against Property,Break & Enter-House,12,12
2018,D12,Crimes Against Property,Auto Theft,52,52
2015,D51,Crimes Against Property,Fraud,133,133
2021,D13,Crimes Against Property,Fraud,25,25
2018,D52,Crimes Against Property,Break & Enter-Commercial,20,20
2018,D12,Crimes Against Property,Break & Enter-Commercial,8,8
2016,D51,Crimes Against Property,Break & Enter-Other,5,5
2023,D43,Crimes Against Property,Break & Enter-Other,5,5
2018,D42,Crimes Against Property,Theft Under $5000,3,3
2018,D32,Crimes Against Property,Other,56,56
2020,D23,Crimes Against Property,Break & Enter-Commercial,1,1
2020,D23,Crimes Against Property,Break & Enter-Commercial,4,4
2020,D32,Crimes Against Property,Theft Under $5000,623,623
2019,D41,Crimes Against Property,Theft Over $5000,5,5
2022,D41,Crimes Against Property,Auto Theft,47,47
2015,D43,Crimes Against Property,Break & Enter-House,27,27
2020,D32,Crimes Against Property,Break & Enter-Commercial,12,12
2020,D42,Crimes Against Property,Theft Under $5000,214,214
2015,D55,Crimes Against Property,Break & Enter-Other,3,3
2021,D55,Crimes Against Property,Fraud,27,27
2019,D53,Crimes Against Property,Other,37,37
2019,D55,Crimes Against Property,Auto Theft,9,9
2015,D51,Crimes Against Property,Other,214,214
2019,D55,Crimes Against Property,Fraud,69,69
2018,D14,Crimes Against Property,Break & Enter-Other,5,5
2023,D33,Crimes Against Property,Fraud,7,7
2019,D51,Crimes Against Property,Fraud,244,244
2017,D32,Crimes Against Property,Theft Under $5000,181,181
2014,D32,Crimes Against Property,Theft Under $5000,52,52
2021,D51,Crimes Against Property,Other,250,250
2016,D52,Crimes Against Property,Fraud,98,98
2017,D31,Crimes Against Property,Break & Enter-Commercial,15,15
2022,D32,Crimes Against Property,Break & Enter-Commercial,2,2
2018,D55,Crimes Against Property,Theft Under $5000,428,428
2014,D22,Crimes Against Property,Auto Theft,39,39
2020,D53,Crimes Against Property,Theft Under $5000,633,633
2017,D53,Crimes Against Property,Other,107,107
2020,D55,Crimes Against Property,Theft Under $5000,124,124
2016,D52,Crimes Against Property,Break & Enter-Other,4,4
2018,D33,Crimes Against Property,Break & Enter-Apartment,10,10
2020,D42,Crimes Against Property,Break & Enter-Other,1,1
2015,D14,Crimes Against Property,Break & Enter-Apartment,4,4
2023,D32,Crimes Against Property,Auto Theft,37,37
2014,D41,Crimes Against Property,Auto Theft,5,5
2022,D11,Crimes Against Property,Break & Enter-House,4,4
2019,D42,Crimes Against Property,Auto Theft,25,25
2014,D12,Crimes Against Property,Auto Theft,7,7
2014,D32,Crimes Against Property,Other,57,57
2017,D13,Crimes Against Property,Break & Enter-Commercial,6,6
2019,D55,Crimes Against Property,Break & Enter-Other,2,2
2017,D43,Crimes Against Property,Other,108,108
2015,D33,Crimes Against Property,Theft Under $5000,74,74
2019,D13,Crimes Against Property,Fraud,37,37
2023,D33,Crimes Against Property,Break & Enter-Apartment,19,19
2017,D55,Crimes Against Property,Fraud,22,22
2018,D12,Crimes Against Property,Break & Enter-Other,3,3
2018,D51,Crimes Against Property,Theft Over $5000,11,11
2015,D55,Crimes Against Property,Break & Enter-Commercial,23,23
2015,D43,Crimes Against Property,Other,21,21
2017,NSA,Crimes Against Property,Break & Enter-Apartment,8,8
2015,D55,Crimes Against Property,Theft Over $5000,15,15
2021,D33,Crimes Against Property,Other,57,57
2017,D23,Crimes Against Property,Fraud,18,18
2015,D12,Crimes Against Property,Break & Enter-House,8,8
2022,D51,Crimes Against Property,Theft Over $5000,19,19
2016,D33,Crimes Against Property,Break & Enter-Apartment,4,4
2014,D55,Crimes Against Property,Break & Enter-House,11,11
2019,D23,Crimes Against Property,Break & Enter-Commercial,93,93
2015,D12,Crimes Against Property,Break & Enter-Apartment,13,13
2020,D14,Crimes Against Property,Fraud,90,90
2019,D22,Crimes Against Property,Auto Theft,59,59
2021,D11,Crimes Against Property,Auto Theft,1,1
2016,D42,Crimes Against Property,Break & Enter-House,36,36
2023,D13,Crimes Against Property,Other,23,23
2021,D12,Crimes Against Property,Other,1,1
2020,D13,Crimes Against Property,Break & Enter-Commercial,25,25
2016,D14,Crimes Against Property,Break & Enter-Other,3,3
2019,D55,Crimes Against Property,Theft Under $5000,65,65
2015,D33,Crimes Against Property,Fraud,32,32
2017,D43,Crimes Against Property,Break & Enter-Apartment,4,4
2015,D11,Crimes Against Property,Break & Enter-Apartment,2,2
2021,D42,Crimes Against Property,Fraud,75,75
2022,D11,Crimes Against Property,Fraud,75,75
2019,D55,Crimes Against Property,Break & Enter-Commercial,8,8
2017,D33,Crimes Against Property,Break & Enter-Apartment,18,18
2014,D53,Crimes Against Property,Auto Theft,15,15
2022,D11,Crimes Against Property,Theft Under $5000,23,23
2019,D55,Crimes Against Property,Theft Over $5000,3,3
2021,D33,Crimes Against Property,Break & Enter-House,7,7
2015,D11,Crimes Against Property,Fraud,38,38
2015,D33,Crimes Against Property,Other,33,33
2017,D51,Crimes Against Property,Break & Enter-Other,3,3
2014,D23,Crimes Against Property,Break & Enter-Commercial,2,2
2014,D31,Crimes Against Property,Other,101,101
2020,NSA,Crimes Against Property,Fraud,1,1
2021,D42,Crimes Against Property,Theft Under $5000,347,347
2015,D12,Crimes Against Property,Theft Under $5000,342,342
2023,D55,Crimes Against Property,Theft Under $5000,167,167
2019,D53,Crimes Against Property,Auto Theft,27,27
2016,D41,Crimes Against Property,Break & Enter-House,19,19
2022,D14,Crimes Against Property,Break & Enter-House,5,5
2022,D43,Crimes Against Property,Other,21,21
2014,D22,Crimes Against Property,Fraud,29,29
2016,D43,Crimes Against Property,Break & Enter-Apartment,13,13
2023,D33,Crimes Against Property,Auto Theft,34,34
2018,D52,Crimes Against Property,Fraud,468,468
2022,D41,Crimes Against Property,Other,70,70
2016,D52,Crimes Against Property,Theft Over $5000,2,2
2022,D32,Crimes Against Property,Theft Under $5000,203,203
2022,D41,Crimes Against Property,Other,2,2
2021,D55,Crimes Against Property,Fraud,70,70
2019,D23,Crimes Against Property,Break & Enter-Commercial,4,4
2017,D12,Crimes Against Property,Break & Enter-Apartment,3,3
2016,D43,Crimes Against Property,Theft Over $5000,6,6
2015,D43,Crimes Against Property,Break & Enter-Apartment,7,7
2022,D31,Crimes Against Property,Theft Over $5000,23,23
2015,D12,Crimes Against Property,Break & Enter-Commercial,13,13
2022,D33,Crimes Against Property,Theft Under $5000,340,340
2018,D53,Crimes Against Property,Auto Theft,19,19
2014,D41,Crimes Against Property,Break & Enter-Apartment,18,18
2016,D11,Crimes Against Property,Theft Under $5000,95,95
2019,D13,Crimes Against Property,Auto Theft,17,17
2022,D14,Crimes Against Property,Break & Enter-Other,3,3
2020,D31,Crimes Against Property,Theft Under $5000,524,524
2023,D41,Crimes Against Property,Other,171,171
2017,D23,Crimes Against Property,Fraud,6,6
2018,D32,Crimes Against Property,Break & Enter-Commercial,5,5
2015,D41,Crimes Against Property,Break & Enter-House,8,8
2016,D22,Crimes Against Property,Theft Under $5000,81,81
2015,D32,Crimes Against Property,Fraud,18,18
2023,D23,Crimes Against Property,Break & Enter-Apartment,4,4
2022,D52,Crimes Against Property,Other,110,110
2016,D52,Crimes Against Property,Theft Over $5000,7,7
2018,D31,Crimes Against Property,Break & Enter-Apartment,14,14
2022,D11,Crimes Against Property,Break & Enter-Other,3,3
2023,D53,Crimes Against Property,Break & Enter-Other,5,5
2014,D31,Crimes Against Property,Break & Enter-Other,6,6
2016,D22,Crimes Against Property,Other,91,91
2016,D52,Crimes Against Property,Theft Over $5000,18,18
2021,D43,Crimes Against Property,Theft Under $5000,80,80
2022,D52,Crimes Against Property,Break & Enter-Other,6,6
2022,D55,Crimes Against Property,Break & Enter-Apartment,18,18
2016,D55,Crimes Against Property,Break & Enter-Apartment,3,3
2016,D43,Crimes Against Property,Fraud,38,38
2022,D52,Crimes Against Property,Break & Enter-Commercial,68,68
2015,D42,Crimes Against Property,Theft Over $5000,3,3
2017,D52,Crimes Against Property,Theft Over $5000,6,6
2017,D32,Crimes Against Property,Auto Theft,31,31
2023,D12,Crimes Against Property,Fraud,12,12
2023,D55,Crimes Against Property,Auto Theft,79,79
2020,D11,Crimes Against Property,Break & Enter-Commercial,5,5
2021,D32,Crimes Against Property,Auto Theft,44,44
2015,D43,Crimes Against Property,Fraud,18,18
2023,D32,Crimes Against Property,Theft Over $5000,14,14
2015,D33,Crimes Against Property,Theft Under $5000,241,241
2014,D22,Crimes Against Property,Break & Enter-Commercial,17,17
2021,D12,Crimes Against Property,Break & Enter-House,3,3
2014,D32,Crimes Against Property,Break & Enter-Other,1,1
2014,D43,Crimes Against Property,Theft Under $5000,97,97
2022,D53,Crimes Against Property,Break & Enter-House,10,10
2014,D41,Crimes Against Property,Theft Under $5000,396,396
2023,D55,Crimes Against Property,Break & Enter-Other,3,3
2016,D55,Crimes Against Property,Break & Enter-Commercial,6,6
2014,D22,Crimes Against Property,Theft Over $5000,7,7
2014,D11,Crimes Against Property,Break & Enter-House,7,7
2019,D33,Crimes Against Property,Theft Under $5000,107,107
2014,D33,Crimes Against Property,Theft Under $5000,84,84
2015,D55,Crimes Against Property,Theft Over $5000,2,2
2014,D14,Crimes Against Property,Theft Under $5000,1,1
2022,D13,Crimes Against Property,Break & Enter-Commercial,12,12
2019,D41,Crimes Against Property,Theft Under $5000,47,47
2015,D33,Crimes Against Property,Break & Enter-Apartment,3,3
2017,D22,Crimes Against Property,Theft Over $5000,27,27
2014,D14,Crimes Against Property,Theft Under $5000,120,120
2014,D22,Crimes Against Property,Break & Enter-Apartment,14,14
2015,D41,Crimes Against Property,Fraud,24,24
2018,D33,Crimes Against Property,Other,6,6
2018,D33,Crimes Against Property,Fraud,46,46
2021,D14,Crimes Against Property,Break & Enter-Commercial,11,11
2016,D43,Crimes Against Property,Break & Enter-House,30,30
2018,D33,Crimes Against Property,Fraud,37,37
2017,D53,Crimes Against Property,Break & Enter-Apartment,17,17
2014,D41,Crimes Against Property,Theft Over $5000,6,6
2023,D51,Crimes Against Property,Break & Enter-Commercial,11,11
2016,D11,Crimes Against Property,Break & Enter-Other,2,2
2019,D55,Crimes Against Property,Auto Theft,29,29
2017,D43,Crimes Against Property,Fraud,89,89
2020,D14,Crimes Against Property,Break & Enter-Commercial,29,29
2016,D32,Crimes Against Property,Other,30,30
2023,D13,Crimes Against Property,Break & Enter-Commercial,8,8
2015,D14,Crimes Against Property,Auto Theft,17,17
2015,D11,Crimes Against Property,Theft Under $5000,25,25
2023,D31,Crimes Against Property,Break & Enter-Other,14,14
2017,D43,Crimes Against Property,Fraud,58,58
2015,D53,Crimes Against Property,Break & Enter-House,3,3
2021,NSA,Crimes Against Property,Break & Enter-Apartment,12,12
2022,D14,Crimes Against Property,Break & Enter-House,8,8
2023,D53,Crimes Against Property,Break & Enter-Other,6,6
2016,D41,Crimes Against Property,Theft Under $5000,411,411
2016,D33,Crimes Against Property,Theft Over $5000,8,8
2023,D53,Crimes Against Property,Other,33,33
2019,D22,Crimes Against Property,Break & Enter-House,33,33
2022,D55,Crimes Against Property,Break & Enter-Apartment,7,7
2016,D43,Crimes Against Property,Break & Enter-House,13,13
2021,D31,Crimes Against Property,Fraud,103,103
2018,D12,Crimes Against Property,Other,1,1
2018,D14,Crimes Against Property,Theft Over $5000,9,9
2014,D14,Crimes Against Property,Break & Enter-Commercial,7,7
2018,D55,Crimes Against Property,Fraud,16,16
2020,D53,Crimes Against Property,Break & Enter-Commercial,57,57
2018,D14,Crimes Against Property,Break & Enter-House,15,15
2019,D42,Crimes Against Property,Other,47,47
2018,D32,Crimes Against Property,Other,325,325
2015,D12,Crimes Against Property,Fraud,45,45
2017,D22,Crimes Against Property,Break & Enter-Apartment,8,8
2014,D22,Crimes Against Property,Break & Enter-Commercial,5,5
2018,D51,Crimes Against Property,Theft Under $5000,1126,1126
2020,D22,Crimes Against Property,Auto Theft,34,34
2014,D13,Crimes Against Property,Fraud,21,21
2017,D31,Crimes Against Property,Theft Under $5000,476,476
2021,D23,Crimes Against Property,Break & Enter-Commercial,5,5
2016,D12,Crimes Against Property,Theft Under $5000,62,62
2019,D53,Crimes Against Property,Fraud,30,30
2016,D52,Crimes Against Property,Break & Enter-Apartment,12,12
2021,D32,Crimes Against Property,Break & Enter-House,14,14
2021,D43,Crimes Against Property,Break & Enter-House,11,11
2020,D51,Crimes Against Property,Theft Under $5000,70,70
2017,D23,Crimes Against Property,Auto Theft,50,50
2023,D42,Crimes Against Property,Break & Enter-House,12,12
2014,D12,Crimes Against Property,Break & Enter-Commercial,3,3
2021,D53,Crimes Against Property,Theft Over $5000,8,8
2017,D55,Crimes Against Property,Break & Enter-Commercial,12,12
2017,D55,Crimes Against Property,Other,1,1
2021,D52,Crimes Against Property,Other,108,108
2018,D22,Crimes Against Property,Fraud,37,37
2023,D53,Crimes Against Property,Break & Enter-Commercial,49,49
2020,D43,Crimes Against Property,Break & Enter-House,10,10
2014,D53,Crimes Against Property,Other,37,37
2020,D33,Crimes Against Property,Fraud,52,52
2022,D33,Crimes Against Property,Break & Enter-House,3,3
2019,D42,Crimes Against Property,Break & Enter-House,24,24
2014,D32,Crimes Against Property,Other,110,110
2015,D55,Crimes Against Property,Break & Enter-House,29,29
2022,D13,Crimes Against Property,Break & Enter-House,3,3
2014,D53,Crimes Against Property,Break & Enter-Apartment,12,12
2018,D43,Crimes Against Property,Break & Enter-Commercial,4,4
2015,D13,Crimes Against Property,Break & Enter-Commercial,9,9
2021,D43,Crimes Against Property,Fraud,62,62
2022,D42,Crimes Against Property,Other,82,82
2023,D41,Crimes Against Property,Break & Enter-Commercial,7,7
2018,D12,Crimes Against Property,Theft Over $5000,11,11
2021,D31,Crimes Against Property,Break & Enter-Apartment,14,14
2014,D23,Crimes Against Property,Fraud,36,36
2023,D31,Crimes Against Property,Theft Over $5000,27,27
2019,D43,Crimes Against Property,Other,26,26
2015,D53,Crimes Against Property,Auto Theft,5,5
2019,D43,Crimes Against Property,Theft Under $5000,274,274
2015,D32,Crimes Against Property,Theft Under $5000,162,162
2019,D11,Crimes Against Property,Break & Enter-Commercial,21,21
2018,D51,Crimes Against Property,Break & Enter-Commercial,71,71
2019,D32,Crimes Against Property,Theft Over $5000,4,4
2015,D14,Crimes Against Property,Auto Theft,21,21
2017,D53,Crimes Against Property,Auto Theft,1,1
2017,D31,Crimes Against Property,Break & Enter-House,10,10
2019,D11,Crimes Against Property,Other,30,30
2018,D51,Crimes Against Property,Fraud,193,193
2020,D14,Crimes Against Property,Break & Enter-Apartment,9,9
2016,D43,Crimes Against Property,Break & Enter-Other,4,4
2020,D32,Crimes Against Property,Theft Under $5000,93,93
2016,D51,Crimes Against Property,Theft Under $5000,32,32
2023,D14,Crimes Against Property,Other,50,50
2019,D41,Crimes Against Property,Break & Enter-Commercial,2,2
2014,D53,Crimes Against Property,Theft Over $5000,3,3
2022,D14,Crimes Against Property,Auto Theft,13,13
2018,D31,Crimes Against Property,Fraud,97,97
2017,D22,Crimes Against Property,Break & Enter-Commercial,17,17
2018,D43,Crimes Against Property,Theft Under $5000,38,38
2019,D12,Crimes Against Property,Break & Enter-Commercial,11,11
2022,D32,Crimes Against Property,Break & Enter-Commercial,8,8
2015,D52,Crimes Against Property,Fraud,80,80
2014,D22,Crimes Against Property,Auto Theft,65,65
2022,D32,Crimes Against Property,Other,84,84
2015,D55,Crimes Against Property,Break & Enter-Other,7,7
2017,D23,Crimes Against Property,Theft Under $5000,309,309
2021,D11,Crimes Against Property,Theft Over $5000,8,8
2020,D53,Crimes Against Property,Break & Enter-Commercial,10,10
2014,D41,Crimes Against Property,Break & Enter-House,11,11
2014,D14,Crimes Against Property,Break & Enter-Apartment,17,17
2017,D41,Crimes Against Property,Other,114,114
2016,D41,Crimes Against Property,Auto Theft,11,11
2020,D32,Crimes Against Property,Theft Under $5000,293,293
2016,D53,Crimes Against Property,Other,41,41
2016,D41,Crimes Against Property,Break & Enter-House,9,9
2019,D53,Crimes Against Property,Theft Under $5000,16,16
2020,D43,Crimes Against Property,Break & Enter-Commercial,9,9
2019,D53,Crimes Against Property,Auto Theft,15,15
2018,D31,Crimes Against Property,Auto Theft,79,79
2018,D51,Crimes Against Property,Theft Under $5000,2582,2582
2018,D52,Crimes Against Property,Fraud,32,32
2016,D22,Crimes Against Property,Break & Enter-Commercial,13,13
2016,D11,Crimes Against Property,Fraud,50,50
2023,D55,Crimes Against Property,Break & Enter-Apartment,3,3
2023,D11,Crimes Against Property,Other,120,120
2019,NSA,Crimes Against Property,Auto Theft,49,49
2019,D32,Crimes Against Property,Fraud,60,60
2022,D53,Crimes Against Property,Theft Under $5000,542,542
2014,D14,Crimes Against Property,Break & Enter-House,6,6
2020,D12,Crimes Against Property,Auto Theft,59,59
2018,D41,Crimes Against Property,Theft Under $5000,231,231
2020,D55,Crimes Against Property,Break & Enter-Apartment,7,7
2019,D41,Crimes Against Property,Auto Theft,96,96
2019,D53,Crimes Against Property,Break & Enter-House,13,13
2014,D32,Crimes Against Property,Auto Theft,22,22
2019,D43,Crimes Against Property,Auto Theft,48,48
2018,D22,Crimes Against Property,Break & Enter-Apartment,13,13
2014,D53,Crimes Against Property,Break & Enter-Commercial,9,9
2022,D51,Crimes Against Property,Break & Enter-Commercial,13,13
2021,D52,Crimes Against Property,Break & Enter-Other,11,11
2015,D43,Crimes Against Property,Break & Enter-Apartment,35,35
2019,D23,Crimes Against Property,Auto Theft,488,488
2017,D32,Crimes Against Property,Other,34,34
2020,D14,Crimes Against Property,Break & Enter-Commercial,15,15
2015,D55,Crimes Against Property,Break & Enter-Apartment,5,5
2020,D13,Crimes Against Property,Break & Enter-House,13,13
2018,D13,Crimes Against Property,Fraud,41,41
2021,D42,Crimes Against Property,Break & Enter-Commercial,3,3
2021,D14,Crimes Against Property,Fraud,44,44
2020,D55,Crimes Against Property,Fraud,36,36
2020,D33,Crimes Against Property,Other,39,39
2014,D22,Crimes Against Property,Theft Under $5000,126,126
2022,D32,Crimes Against Property,Auto Theft,20,20
2019,D53,Crimes Against Property,Break & Enter-Apartment,22,22
2023,D53,Crimes Against Property,Other,50,50
2023,D23,Crimes Against Property,Fraud,81,81
2019,D14,Crimes Against Property,Theft Under $5000,331,331
2023,D43,Crimes Against Property,Fraud,162,162
2023,D31,Crimes Against Property,Auto Theft,61,61
2015,D32,Crimes Against Property,Fraud,44,44
2016,D32,Crimes Against Property,Other,80,80
2018,D13,Crimes Against Property,Break & Enter-Commercial,3,3
2017,D22,Crimes Against Property,Auto Theft,35,35
2019,D14,Crimes Against Property,Theft Under $5000,289,289
2023,D51,Crimes Against Property,Break & Enter-Other,13,13
2017,D43,Crimes Against Property,Other,60,60
2018,D33,Crimes Against Property,Break & Enter-Commercial,5,5
2017,D55,Crimes Against Property,Theft Over $5000,19,19
2014,D32,Crimes Against Property,Theft Over $5000,5,5
2018,D33,Crimes Against Property,Break & Enter-Apartment,22,22
2015,D23,Crimes Against Property,Break & Enter-Apartment,9,9
2017,D32,Crimes Against Property,Auto Theft,7,7
2021,D55,Crimes Against Property,Break & Enter-Other,17,17
2016,D31,Crimes Against Property,Other,195,195
2014,D41,Crimes Against Property,Auto Theft,52,52
2021,D12,Crimes Against Property,Break & Enter-House,2,2
2014,D55,Crimes Against Property,Break & Enter-Commercial,15,15
2014,D14,Crimes Against Property,Theft Over $5000,5,5
2020,D55,Crimes Against Property,Break & Enter-Commercial,26,26
2016,D12,Crimes Against Property,Other,132,132
2016,D53,Crimes Against Property,Break & Enter-Apartment,9,9
2019,D33,Crimes Against Property,Break & Enter-Commercial,11,11
2017,D55,Crimes Against Property,Theft Under $5000,177,177
2016,D23,Crimes Against Property,Break & Enter-House,23,23
2023,D14,Crimes Against Property,Theft Under $5000,334,334
2019,D52,Crimes Against Property,Break & Enter-House,9,9
2014,D52,Crimes Against Property,Theft Over $5000,12,12
2018,D22,Crimes Against Property,Theft Under $5000,246,246
2014,D51,Crimes Against Property,Break & Enter-Commercial,2,2
2017,D13,Crimes Against Property,Theft Under $5000,154,154
2021,D14,Crimes Against Property,Break & Enter-Apartment,4,4
2021,D14,Crimes Against Property,Fraud,79,79
2016,D41,Crimes Against Property,Break & Enter-Apartment,20,20
2018,D31,Crimes Against Property,Theft Under $5000,512,512
2023,D33,Crimes Against Property,Break & Enter-House,66,66
2021,D33,Crimes Against Property,Other,62,62
2019,D23,Crimes Against Property,Auto Theft,88,88
2016,D32,Crimes Against Property,Auto Theft,54,54
2022,D41,Crimes Against Property,Theft Under $5000,377,377
2016,D55,Crimes Against Property,Break & Enter-Apartment,5,5
2021,D41,Crimes Against Property,Theft Under $5000,42,42
2016,D32,Crimes Against Property,Fraud,32,32
2017,D14,Crimes Against Property,Theft Under $5000,303,303
2019,D43,Crimes Against Property,Auto Theft,27,27
2020,D14,Crimes Against Property,Fraud,83,83
2022,D33,Crimes Against Property,Theft Under $5000,185,185
2016,D22,Crimes Against Property,Fraud,39,39
2014,D13,Crimes Against Property,Theft Under $5000,138,138
2022,D22,Crimes Against Property,Theft Over $5000,9,9
2014,D51,Crimes Against Property,Break & Enter-Commercial,17,17
2022,D12,Crimes Against Property,Theft Over $5000,9,9
2015,D41,Crimes Against Property,Other,62,62
2018,D22,Crimes Against Property,Fraud,34,34
2015,D53,Crimes Against Property,Break & Enter-House,6,6
2020,D32,Crimes Against Property,Break & Enter-Commercial,15,15
2016,D22,Crimes Against Property,Theft Under $5000,85,85
2014,D12,Crimes Against Property,Fraud,21,21
2016,D55,Crimes Against Property,Break & Enter-Apartment,2,2
2014,D13,Crimes Against Property,Other,19,19
2018,D41,Crimes Against Property,Theft Under $5000,50,50
